stage	array_task_id	disposition	started_epoch	ended_epoch	elapsed_seconds	retry	scratch_available_bytes_at_start	scratch_high_water_bytes	scratch_required_bytes	scratch_path
psmc/replicate-098	98	success	1784753840	1784754748	908	0	849189609472	103620	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-098-1791510.partial
psmc/replicate-099	99	success	1784753840	1784754695	855	0	849189654528	104093	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-099-1791510.partial
psmc/replicate-100	100	success	1784754805	1784755689	884	0	849187332096	103828	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-100-1791510.partial
psmc/replicate-101	101	success	1784754805	1784755683	878	0	849187287040	104332	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-101-1791510.partial
psmc/replicate-102	102	success	1784754805	1784755710	905	0	849187332096	103874	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-102-1791510.partial
psmc/replicate-103	103	success	1784754805	1784755635	830	0	849187258368	103907	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-103-1791510.partial
psmc/replicate-104	104	success	1784754805	1784755685	880	0	849187332096	103887	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-104-1791510.partial
psmc/replicate-105	105	success	1784754805	1784755586	781	0	849187311616	103761	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-105-1791510.partial
psmc/replicate-106	106	success	1784754805	1784755692	887	0	849187287040	104083	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-106-1791510.partial
psmc/replicate-107	107	success	1784754805	1784755685	880	0	849187160064	103952	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-107-1791510.partial
psmc/replicate-108	108	success	1784754805	1784755722	917	0	849187332096	103952	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-108-1791510.partial
psmc/replicate-109	109	success	1784754805	1784755677	872	0	849187332096	104053	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-109-1791510.partial
psmc/replicate-110	110	success	1784754805	1784755646	841	0	849187332096	103842	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-110-1791510.partial
psmc/replicate-111	111	success	1784754805	1784755596	791	0	849187164160	104198	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-111-1791510.partial
psmc/replicate-112	112	success	1784754805	1784755789	984	0	849187332096	104336	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-112-1791510.partial
psmc/replicate-113	113	success	1784754805	1784755613	808	0	849187090432	103892	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-113-1791510.partial
psmc/replicate-114	114	success	1784754805	1784755729	924	0	849187332096	104095	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-114-1791510.partial
psmc/replicate-115	115	success	1784754805	1784755628	823	0	849187356672	103733	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-115-1791510.partial
psmc/replicate-116	116	success	1784754805	1784755672	867	0	849187332096	104019	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-116-1791510.partial
psmc/replicate-117	117	success	1784754805	1784755689	884	0	849187213312	103953	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-117-1791510.partial
psmc/replicate-118	118	success	1784754805	1784755678	873	0	849187135488	103720	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-118-1791510.partial
psmc/replicate-119	119	success	1784754805	1784755651	846	0	849187209216	104162	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-119-1791510.partial
psmc/replicate-120	120	success	1784755789	1784756711	922	0	849184903168	103964	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-120-1791510.partial
psmc/replicate-121	121	success	1784755789	1784756637	848	0	849184657408	103648	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-121-1791510.partial
psmc/replicate-122	122	success	1784755789	1784756628	839	0	849184792576	103576	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-122-1791510.partial
psmc/replicate-123	123	success	1784755789	1784756587	798	0	849184948224	104094	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-123-1791510.partial
psmc/replicate-124	124	success	1784755789	1784756632	843	0	849184899072	103745	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-124-1791510.partial
psmc/replicate-125	125	success	1784755789	1784756681	892	0	849184780288	103903	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-125-1791510.partial
psmc/replicate-126	126	success	1784755789	1784756607	818	0	849184923648	103891	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-126-1791510.partial
psmc/replicate-127	127	success	1784755789	1784756630	841	0	849184899072	103833	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-127-1791510.partial
psmc/replicate-128	128	success	1784755789	1784756605	816	0	849184743424	103792	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-128-1791510.partial
psmc/replicate-129	129	success	1784755789	1784756462	673	0	849184923648	104201	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-129-1791510.partial
psmc/replicate-130	130	success	1784755789	1784756683	894	0	849184743424	104266	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-130-1791510.partial
psmc/replicate-131	131	success	1784755789	1784756639	850	0	849184903168	103830	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-131-1791510.partial
psmc/replicate-132	132	success	1784755789	1784756704	915	0	849184948224	104445	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-132-1791510.partial
psmc/replicate-133	133	success	1784755789	1784756630	841	0	849184923648	104000	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-133-1791510.partial
psmc/replicate-134	134	success	1784755789	1784756618	829	0	849184657408	103696	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-134-1791510.partial
psmc/replicate-135	135	success	1784755789	1784756662	873	0	849184854016	103878	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-135-1791510.partial
psmc/replicate-136	136	success	1784755789	1784756641	852	0	849184948224	103778	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-136-1791510.partial
psmc/replicate-137	137	success	1784755789	1784756662	873	0	849184923648	103994	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-137-1791510.partial
psmc/replicate-138	138	success	1784755789	1784756640	851	0	849184854016	103729	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-138-1791510.partial
psmc/replicate-139	139	success	1784755789	1784756677	888	0	849184903168	104226	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-139-1791510.partial
psmc/replicate-140	140	success	1784756712	1784757494	782	0	849182474240	103955	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-140-1791510.partial
psmc/replicate-141	141	success	1784756712	1784757551	839	0	849182474240	103902	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-141-1791510.partial
psmc/replicate-142	142	success	1784756712	1784757543	831	0	849182429184	103998	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-142-1791510.partial
psmc/replicate-143	143	success	1784756712	1784757501	789	0	849182253056	104202	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-143-1791510.partial
psmc/replicate-144	144	success	1784756712	1784757570	858	0	849182277632	103983	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-144-1791510.partial
psmc/replicate-145	145	success	1784756712	1784757545	833	0	849182240768	104240	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-145-1791510.partial
psmc/replicate-146	146	success	1784756712	1784757491	779	0	849182208000	103968	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-146-1791510.partial
psmc/replicate-147	147	success	1784756712	1784757560	848	0	849182429184	103879	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-147-1791510.partial
psmc/replicate-148	148	success	1784756712	1784757567	855	0	849182326784	104220	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-148-1791510.partial
psmc/replicate-149	149	success	1784756712	1784757590	878	0	849182429184	104021	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-149-1791510.partial
psmc/replicate-150	150	success	1784756712	1784757561	849	0	849182474240	103976	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-150-1791510.partial
psmc/replicate-151	151	success	1784756712	1784757577	865	0	849182294016	104096	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-151-1791510.partial
psmc/replicate-152	152	success	1784756712	1784757583	871	0	849182167040	104071	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-152-1791510.partial
psmc/replicate-153	153	success	1784756712	1784757519	807	0	849182208000	104329	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-153-1791510.partial
psmc/replicate-154	154	success	1784756712	1784757595	883	0	849182425088	104142	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-154-1791510.partial
psmc/replicate-155	155	success	1784756712	1784757530	818	0	849182330880	104416	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-155-1791510.partial
psmc/replicate-156	156	success	1784756712	1784757591	879	0	849182355456	103711	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-156-1791510.partial
psmc/replicate-157	157	success	1784756712	1784757593	881	0	849182326784	104268	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-157-1791510.partial
psmc/replicate-158	158	success	1784756712	1784757586	874	0	849182355456	103694	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-158-1791510.partial
psmc/replicate-159	159	success	1784756712	1784757527	815	0	849182355456	104105	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-159-1791510.partial
psmc/replicate-160	160	success	1784757595	1784758435	840	0	849179688960	104130	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-160-1791510.partial
psmc/replicate-161	161	success	1784757595	1784758474	879	0	849179758592	103988	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-161-1791510.partial
psmc/replicate-162	162	success	1784757595	1784758457	862	0	849179709440	104066	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-162-1791510.partial
psmc/replicate-163	163	success	1784757595	1784758509	914	0	849179688960	103569	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-163-1791510.partial
psmc/replicate-164	164	success	1784757595	1784758445	850	0	849179738112	103815	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-164-1791510.partial
psmc/replicate-165	165	success	1784757595	1784758397	802	0	849179578368	104055	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-165-1791510.partial
psmc/replicate-166	166	success	1784757595	1784758414	819	0	849179586560	104151	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-166-1791510.partial
psmc/replicate-167	167	success	1784757595	1784758415	820	0	849179758592	104180	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-167-1791510.partial
psmc/replicate-168	168	success	1784757595	1784758492	897	0	849179418624	104481	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-168-1791510.partial
psmc/replicate-169	169	success	1784757595	1784758497	902	0	849179758592	103877	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-169-1791510.partial
psmc/replicate-170	170	success	1784757595	1784758414	819	0	849179738112	104058	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-170-1791510.partial
psmc/replicate-171	171	success	1784757595	1784758437	842	0	849179758592	103637	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-171-1791510.partial
psmc/replicate-172	172	success	1784757595	1784758408	813	0	849179738112	103854	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-172-1791510.partial
psmc/replicate-173	173	success	1784757595	1784758462	867	0	849179807744	104309	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-173-1791510.partial
psmc/replicate-174	174	success	1784757595	1784758452	857	0	849179758592	103805	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-174-1791510.partial
psmc/replicate-175	175	success	1784757595	1784758518	923	0	849179426816	103653	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-175-1791510.partial
psmc/replicate-176	176	success	1784757595	1784758401	806	0	849179512832	103997	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-176-1791510.partial
psmc/replicate-177	177	success	1784757595	1784758464	869	0	849179598848	103604	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-177-1791510.partial
psmc/replicate-178	178	success	1784757595	1784758445	850	0	849179639808	103983	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-178-1791510.partial
psmc/replicate-179	179	success	1784757595	1784758434	839	0	849179738112	103958	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-179-1791510.partial
psmc/replicate-180	180	success	1784758519	1784759395	876	0	849177370624	103740	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-180-1791510.partial
psmc/replicate-181	181	success	1784758519	1784759330	811	0	849177493504	104335	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-181-1791510.partial
psmc/replicate-182	182	success	1784758519	1784759348	829	0	849177468928	103684	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-182-1791510.partial
psmc/replicate-183	183	success	1784758519	1784759335	816	0	849177493504	104002	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-183-1791510.partial
psmc/replicate-184	184	success	1784758519	1784759326	807	0	849177513984	104115	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-184-1791510.partial
psmc/replicate-185	185	success	1784758519	1784759417	898	0	849177415680	104380	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-185-1791510.partial
psmc/replicate-186	186	success	1784758519	1784759344	825	0	849177346048	103892	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-186-1791510.partial
psmc/replicate-187	187	success	1784758519	1784759328	809	0	849177268224	103915	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-187-1791510.partial
psmc/replicate-188	188	success	1784758519	1784759350	831	0	849177341952	103920	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-188-1791510.partial
psmc/replicate-189	189	success	1784758519	1784759322	803	0	849177468928	103690	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-189-1791510.partial
psmc/replicate-190	190	success	1784758519	1784759337	818	0	849177468928	103875	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-190-1791510.partial
psmc/replicate-191	191	success	1784758519	1784759329	810	0	849177468928	103933	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-191-1791510.partial
psmc/replicate-192	192	success	1784758519	1784759356	837	0	849177493504	103470	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-192-1791510.partial
psmc/replicate-193	193	success	1784758519	1784759307	788	0	849177292800	103719	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-193-1791510.partial
psmc/replicate-194	194	success	1784758519	1784759399	880	0	849177468928	104105	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-194-1791510.partial
psmc/replicate-195	195	success	1784758519	1784759348	829	0	849177272320	104247	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-195-1791510.partial
psmc/replicate-196	196	success	1784758519	1784759348	829	0	849177493504	103938	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-196-1791510.partial
psmc/replicate-197	197	success	1784758519	1784759359	840	0	849177464832	103467	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-197-1791510.partial
psmc/replicate-198	198	success	1784758519	1784759418	899	0	849177366528	103967	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-198-1791510.partial
psmc/replicate-199	199	success	1784758519	1784759442	923	0	849177513984	103849	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-199-1791510.partial
psmc/replicate-200	200	success	1784759442	1784760280	838	0	849175224320	103696	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-replicate-200-1791510.partial
psmc/finalize		success	1784760281	1784760282	1	0	849175187456	124765	17179869184	/scratch/vgp-clean-P07-1791510-KMUN0E/vgp-vgp-clean-canary-20260722-v1-P07-psmc-finalize-1791510.partial
