row_type	scenario_id	authorization_state	species_scope	species_count	metric	unit	low	base	high	calibration_status	evidence	notes	recommendation
recommendation	pilot_next_decision	current_review_only	bounded_vgp_pilot	0						review_conclusion	analysis/vgp_pilot_review.md; analysis/vgp_pilot_qc.tsv; analysis/vgp_pilot_ne_inventory.md; analysis/vertebrate_scaleout_decisions.tsv	Recommendation is stop_repair: zero species crossed the authorization boundary, no independent Ne/ecological inventory rows were populated, and any expansion/full-catalog/demographic action requires a new explicit user authorization packet analogous to A50/A60/A70/A71.	stop_repair
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	download_gb	GB	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv; analysis/vgp_pilot_run_manifest.tsv	The July 17, 2026 UTC NO_GO refusal submitted no jobs and staged no assets, so executable cost remains zero.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	aggregate_core_hours	core-h	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	Observed CPU time remained zero because final_state=NOT_SUBMITTED.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	peak_memory_gib_per_job	GiB	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	No executable job existed under the refusal boundary.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	catalog_wall_hours	h	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	Observed elapsed time remained zero because no sbatch command was issued.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	peak_local_scratch_gb	GB	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	Refused preflight created no scratch allocations.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	persistent_input_gb	GB	0	0	0	observed_refusal_zero	analysis/vgp_pilot_run_manifest.tsv; analysis/vgp_pilot_slurm_telemetry.tsv	No pilot download or staging occurred.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	persistent_output_gb	GB	0	0	0	observed_refusal_zero	analysis/vgp_pilot_run_manifest.tsv; analysis/vgp_pilot_slurm_telemetry.tsv	No pilot outputs were promoted across the authorization boundary.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	file_inodes	count	0	0	0	observed_refusal_zero	analysis/vgp_pilot_run_manifest.tsv; analysis/vgp_pilot_slurm_telemetry.tsv	No retained pilot files were created.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	moosefs_read_gb	GB	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	No executable read traffic occurred under the refusal boundary.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	moosefs_write_gb	GB	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	No executable write traffic occurred under the refusal boundary.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	metadata_operations	count	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	No executable metadata operations were recorded.	
scenario_metric	current_no_go_executable_cost	NOT_SUBMITTED	current_frozen_manifest	0	peak_bandwidth_mib_s	MiB/s	0	0	0	observed_refusal_zero	analysis/vgp_pilot_slurm_telemetry.tsv	No executable data-transfer bandwidth was observed.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	download_gb	GB	11.847018	14.271206	15.665532	observed_historical_proxy	analysis/vertebrate_scaleout_resource_budget.tsv (three Tier3A observed calibrations)	Uses retained staged input as the closest observed download proxy for a repaired <=6-species wave; the refusal pilot itself measured zero transfer bytes.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	aggregate_core_hours	core-h	4.0332	8.5788	17.6184	observed_historical_proxy	analysis/vertebrate_scaleout_resource_budget.tsv (three Tier3A observed calibrations; Tier3C observed low/mean/max)	Contingent post-repair proxy for a <=6-species wave that would include both paired diversity and exact-native composition on the same six species.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	peak_memory_gib_per_job	GiB	64	64	64	requested_only_no_actual_rss	analysis/vertebrate_scaleout_resource_budget.tsv (three Tier3A observed calibrations)	Historical Tier3A telemetry recorded 64 GiB requested per element but did not capture actual MaxRSS; do not treat this as measured peak usage.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	catalog_wall_hours	h	0.6168	1.3762	3.3996	observed_historical_proxy	analysis/vertebrate_scaleout_resource_budget.tsv	Serial catalog wall-hours proxy; parallel execution would still require a new explicit authorization with concurrency caps.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	peak_local_scratch_gb	GB	12	45	150	planning_envelope_unchanged_no_new_scratch_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	The refusal pilot collected no scratch telemetry, so the prior stratified-pilot scratch envelope remains the only reviewed bound.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	persistent_input_gb	GB	11.847018	14.271206	15.665532	observed_historical_proxy	analysis/vertebrate_scaleout_resource_budget.tsv (three Tier3A observed calibrations)	Tier3C composition is assumed to reuse the same repaired exact-H1/native-annotation tuples for the same six species.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	persistent_output_gb	GB	1.807848	2.954384	5.315544	observed_historical_proxy_plus_observed_tier3c_bounds	analysis/vertebrate_scaleout_resource_budget.tsv	Combines observed Tier3A promoted outputs with reviewed Tier3C per-species output bounds.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	file_inodes	count	8238	9524	13776	observed_historical_proxy_plus_observed_tier3c_bounds	analysis/vertebrate_scaleout_resource_budget.tsv	Inode totals combine observed Tier3A retained files with Tier3C per-species bounds.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	moosefs_read_gb	GB	12	45	180	planning_envelope_unchanged_no_new_io_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	The refusal pilot collected no new read-byte telemetry; prior stratified-pilot bounds remain unchanged.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	moosefs_write_gb	GB	15	50	200	planning_envelope_unchanged_no_new_io_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	The refusal pilot collected no new write-byte telemetry; prior stratified-pilot bounds remain unchanged.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	metadata_operations	count	30000	100000	500000	planning_envelope_unchanged_no_new_metadata_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	No executed pilot jobs existed from which to refit metadata-operation envelopes.	
scenario_metric	contingent_repaired_next_wave_leq6	requires_new_explicit_authorization	another_bounded_wave_after_repair	6	peak_bandwidth_mib_s	MiB/s	50	80	120	planning_envelope_unchanged_no_new_bandwidth_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	Bandwidth remained unresolved after the refusal pilot because no jobs executed.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	download_gb	GB	120	400	1500	planning_envelope_unchanged_due_overlap_and_missing_transfer_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vertebrate_scaleout_decisions.tsv	Checksum-deduplicated full-catalog transfer/storage remains the reviewed planning envelope because the refusal pilot produced no overlap-aware transfer telemetry.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	aggregate_core_hours	core-h	30.888	67.992	160.016	observed_historical_proxy	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vertebrate_scaleout_decisions.tsv	Uses 40 paired Tier3A proxies plus 120 Tier3C composition proxies; this is contingent and non-authorizing.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	peak_memory_gib_per_job	GiB	64	64	64	requested_only_no_actual_rss	analysis/vertebrate_scaleout_resource_budget.tsv	Historical Tier3A requested memory remained 64 GiB per element; actual RSS was not captured.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	catalog_wall_hours	h	6.112	14.574667	43.944	observed_historical_proxy	analysis/vertebrate_scaleout_resource_budget.tsv	Serial wall-hours proxy only; any actual concurrency plan requires a fresh authorization packet.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	peak_local_scratch_gb	GB	24	111	495	planning_envelope_unchanged_no_new_scratch_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	The refusal pilot provided no scratch telemetry to tighten the full-catalog bound.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	persistent_input_gb	GB	120	400	1500	planning_envelope_unchanged_due_overlap_and_missing_transfer_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vertebrate_scaleout_decisions.tsv	Uses the reviewed checksum-deduplicated full-catalog storage envelope rather than inventing overlap from zero-transfer refusal telemetry.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	persistent_output_gb	GB	12.45232	21.295893	43.43696	observed_historical_proxy_plus_observed_tier3c_bounds	analysis/vertebrate_scaleout_resource_budget.tsv	Combines observed Tier3A promoted outputs with Tier3C reviewed per-species output bounds.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	file_inodes	count	62920	87493.333333	171840	observed_historical_proxy_plus_observed_tier3c_bounds	analysis/vertebrate_scaleout_resource_budget.tsv	Reported full catalog assumes 40 paired Tier3A species overlapping a 120-species Tier3C composition catalog.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	moosefs_read_gb	GB	123	370	1670	planning_envelope_unchanged_no_new_io_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	Full-catalog read traffic remains the prior reviewed envelope because the refusal pilot executed no jobs.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	moosefs_write_gb	GB	83	190	1020	planning_envelope_unchanged_no_new_io_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	Full-catalog write traffic remains unchanged after the refusal pilot.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	metadata_operations	count	255000	970000	3680000	planning_envelope_unchanged_no_new_metadata_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	No executed pilot jobs existed from which to refit full-catalog metadata load.	
scenario_metric	contingent_repaired_reported_full_catalog	requires_new_explicit_authorization	reported_full_catalog_after_repair	120	peak_bandwidth_mib_s	MiB/s	50	120	200	planning_envelope_unchanged_no_new_bandwidth_telemetry	analysis/vertebrate_scaleout_resource_budget.tsv; analysis/vgp_pilot_resource_calibration.tsv	Full-catalog bandwidth remained unresolved because the refusal pilot executed no work.	
